"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SWE","Sweden","SELF","Self- and other supply ","2003","2003","M3","Cubic metres","6","Millions",,,13877,,
"SWE","Sweden","SELF","Self- and other supply ","2004","2004","M3","Cubic metres","6","Millions",,,13755,,
"SWE","Sweden","SELF","Self- and other supply ","2005","2005","M3","Cubic metres","6","Millions",,,13632,,
"SWE","Sweden","SELF","Self- and other supply ","2006","2006","M3","Cubic metres","6","Millions",,,13626,,
"SWE","Sweden","SELF","Self- and other supply ","2007","2007","M3","Cubic metres","6","Millions",,,13619,,
"SWE","Sweden","SELF","Self- and other supply ","2008","2008","M3","Cubic metres","6","Millions",,,13613,,
"SWE","Sweden","SELF","Self- and other supply ","2009","2009","M3","Cubic metres","6","Millions",,,13606,,
"SWE","Sweden","SELF","Self- and other supply ","2010","2010","M3","Cubic metres","6","Millions",,,13600,,
"SWE","Sweden","SELF","Self- and other supply ","2011","2011","M3","Cubic metres","6","Millions",,,13323,,
"SWE","Sweden","SELF","Self- and other supply ","2012","2012","M3","Cubic metres","6","Millions",,,13047,,
"SWE","Sweden","SELF","Self- and other supply ","2013","2013","M3","Cubic metres","6","Millions",,,12770,,
"SWE","Sweden","SELF","Self- and other supply ","2014","2014","M3","Cubic metres","6","Millions",,,12493,,
"SWE","Sweden","SELF","Self- and other supply ","2015","2015","M3","Cubic metres","6","Millions",,,12197,,
"SWE","Sweden","SELF","Self- and other supply ","2020","2020","M3","Cubic metres","6","Millions",,,10877,,
"SWE","Sweden","SELF_HH","Self- and other supply - Households","2000","2000","M3","Cubic metres","6","Millions",,,93,,
"SWE","Sweden","SELF_HH","Self- and other supply - Households","2001","2001","M3","Cubic metres","6","Millions",,,91,,
"SWE","Sweden","SELF_HH","Self- and other supply - Households","2002","2002","M3","Cubic metres","6","Millions",,,89,,
"SWE","Sweden","SELF_HH","Self- and other supply - Households","2003","2003","M3","Cubic metres","6","Millions",,,87,,
"SWE","Sweden","SELF_HH","Self- and other supply - Households","2004","2004","M3","Cubic metres","6","Millions",,,85,,
"SWE","Sweden","SELF_HH","Self- and other supply - Households","2005","2005","M3","Cubic metres","6","Millions",,,83,,
"SWE","Sweden","SELF_HH","Self- and other supply - Households","2006","2006","M3","Cubic metres","6","Millions",,,84,,
"SWE","Sweden","SELF_HH","Self- and other supply - Households","2007","2007","M3","Cubic metres","6","Millions",,,84,,
"SWE","Sweden","SELF_HH","Self- and other supply - Households","2008","2008","M3","Cubic metres","6","Millions",,,85,,
"SWE","Sweden","SELF_HH","Self- and other supply - Households","2009","2009","M3","Cubic metres","6","Millions",,,85,,
"SWE","Sweden","SELF_HH","Self- and other supply - Households","2010","2010","M3","Cubic metres","6","Millions",,,86,,
"SWE","Sweden","SELF_HH","Self- and other supply - Households","2011","2011","M3","Cubic metres","6","Millions",,,84,,
"SWE","Sweden","SELF_HH","Self- and other supply - Households","2012","2012","M3","Cubic metres","6","Millions",,,83,,
"SWE","Sweden","SELF_HH","Self- and other supply - Households","2013","2013","M3","Cubic metres","6","Millions",,,81,,
"SWE","Sweden","SELF_HH","Self- and other supply - Households","2014","2014","M3","Cubic metres","6","Millions",,,79,,
"SWE","Sweden","SELF_HH","Self- and other supply - Households","2015","2015","M3","Cubic metres","6","Millions",,,77,,
"SWE","Sweden","SELF_HH","Self- and other supply - Households","2020","2020","M3","Cubic metres","6","Millions",,,75,,
"SWE","Sweden","SELF_SER","Self- and other supply - Services","2000","2000","M3","Cubic metres","6","Millions",,,26,,
"SWE","Sweden","SELF_SER","Self- and other supply - Services","2001","2001","M3","Cubic metres","6","Millions",,,26,,
"SWE","Sweden","SELF_SER","Self- and other supply - Services","2002","2002","M3","Cubic metres","6","Millions",,,26,,
"SWE","Sweden","SELF_SER","Self- and other supply - Services","2003","2003","M3","Cubic metres","6","Millions",,,26,,
"SWE","Sweden","SELF_SER","Self- and other supply - Services","2004","2004","M3","Cubic metres","6","Millions",,,26,,
"SWE","Sweden","SELF_SER","Self- and other supply - Services","2005","2005","M3","Cubic metres","6","Millions",,,26,,
"SWE","Sweden","SELF_SER","Self- and other supply - Services","2006","2006","M3","Cubic metres","6","Millions",,,24.4,,
"SWE","Sweden","SELF_SER","Self- and other supply - Services","2007","2007","M3","Cubic metres","6","Millions",,,22.8,,
"SWE","Sweden","SELF_SER","Self- and other supply - Services","2008","2008","M3","Cubic metres","6","Millions",,,21.2,,
"SWE","Sweden","SELF_SER","Self- and other supply - Services","2009","2009","M3","Cubic metres","6","Millions",,,19.6,,
"SWE","Sweden","SELF_SER","Self- and other supply - Services","2010","2010","M3","Cubic metres","6","Millions",,,18,,
"SWE","Sweden","SELF_SER","Self- and other supply - Services","2011","2011","M3","Cubic metres","6","Millions",,,18,,
"SWE","Sweden","SELF_SER","Self- and other supply - Services","2012","2012","M3","Cubic metres","6","Millions",,,18,,
"SWE","Sweden","SELF_SER","Self- and other supply - Services","2013","2013","M3","Cubic metres","6","Millions",,,18,,
"SWE","Sweden","SELF_SER","Self- and other supply - Services","2014","2014","M3","Cubic metres","6","Millions",,,18,,
"SWE","Sweden","SELF_SER","Self- and other supply - Services","2015","2015","M3","Cubic metres","6","Millions",,,18,,
"SWE","Sweden","SELF_SER","Self- and other supply - Services","2020","2020","M3","Cubic metres","6","Millions",,,18,,
"SWE","Sweden","SELF_ELEC","Self- and other supply for electricity production and distribution","2000","2000","M3","Cubic metres","6","Millions",,,12063,,
"SWE","Sweden","SELF_ELEC","Self- and other supply for electricity production and distribution","2001","2001","M3","Cubic metres","6","Millions",,,11925,,
"SWE","Sweden","SELF_ELEC","Self- and other supply for electricity production and distribution","2002","2002","M3","Cubic metres","6","Millions",,,11788,,
"SWE","Sweden","SELF_ELEC","Self- and other supply for electricity production and distribution","2003","2003","M3","Cubic metres","6","Millions",,,11650,,
"SWE","Sweden","SELF_ELEC","Self- and other supply for electricity production and distribution","2004","2004","M3","Cubic metres","6","Millions",,,11513,,
"SWE","Sweden","SELF_ELEC","Self- and other supply for electricity production and distribution","2005","2005","M3","Cubic metres","6","Millions",,,11375,,
"SWE","Sweden","SELF_ELEC","Self- and other supply for electricity production and distribution","2006","2006","M3","Cubic metres","6","Millions",,,11386,,
"SWE","Sweden","SELF_ELEC","Self- and other supply for electricity production and distribution","2007","2007","M3","Cubic metres","6","Millions",,,11396,,
"SWE","Sweden","SELF_ELEC","Self- and other supply for electricity production and distribution","2008","2008","M3","Cubic metres","6","Millions",,,11407,,
"SWE","Sweden","SELF_ELEC","Self- and other supply for electricity production and distribution","2009","2009","M3","Cubic metres","6","Millions",,,11417,,
"SWE","Sweden","SELF_ELEC","Self- and other supply for electricity production and distribution","2010","2010","M3","Cubic metres","6","Millions",,,11428,,
"SWE","Sweden","SELF_ELEC","Self- and other supply for electricity production and distribution","2011","2011","M3","Cubic metres","6","Millions",,,11188,,
"SWE","Sweden","SELF_ELEC","Self- and other supply for electricity production and distribution","2012","2012","M3","Cubic metres","6","Millions",,,10948,,
"SWE","Sweden","SELF_ELEC","Self- and other supply for electricity production and distribution","2013","2013","M3","Cubic metres","6","Millions",,,10707,,
"SWE","Sweden","SELF_ELEC","Self- and other supply for electricity production and distribution","2014","2014","M3","Cubic metres","6","Millions",,,10467,,
"SWE","Sweden","SELF_ELEC","Self- and other supply for electricity production and distribution","2015","2015","M3","Cubic metres","6","Millions",,,10227,,
"SWE","Sweden","SELF_ELEC","Self- and other supply for electricity production and distribution","2020","2020","M3","Cubic metres","6","Millions",,,8836,,
"SWE","Sweden","SELF_OTHER","Self- and other supply - Other manufacturing","2010","2010","M3","Cubic metres","6","Millions",,,171,,
"SWE","Sweden","SELF_OTHER","Self- and other supply - Other manufacturing","2015","2015","M3","Cubic metres","6","Millions",,,45,,
"SWE","Sweden","SELF_OTHER","Self- and other supply - Other manufacturing","2020","2020","M3","Cubic metres","6","Millions",,,52,,
"SWE","Sweden","SELF_TR","Self- and other supply - transport vehicles and equipment","2010","2010","M3","Cubic metres","6","Millions",,,6,,
"SWE","Sweden","SELF_TR","Self- and other supply - transport vehicles and equipment","2015","2015","M3","Cubic metres","6","Millions",,,6,,
"SWE","Sweden","SELF_TR","Self- and other supply - transport vehicles and equipment","2020","2020","M3","Cubic metres","6","Millions",,,15,,
"SWE","Sweden","SELF_MET","Self- and other supply for basic metals","2010","2010","M3","Cubic metres","6","Millions",,,365,,
"SWE","Sweden","SELF_MET","Self- and other supply for basic metals","2011","2011","M3","Cubic metres","6","Millions",,,355,,
"SWE","Sweden","SELF_MET","Self- and other supply for basic metals","2012","2012","M3","Cubic metres","6","Millions",,,345,,
"SWE","Sweden","SELF_MET","Self- and other supply for basic metals","2013","2013","M3","Cubic metres","6","Millions",,,335,,
"SWE","Sweden","SELF_MET","Self- and other supply for basic metals","2014","2014","M3","Cubic metres","6","Millions",,,325,,
"SWE","Sweden","SELF_MET","Self- and other supply for basic metals","2015","2015","M3","Cubic metres","6","Millions",,,315,,
"SWE","Sweden","SELF_MET","Self- and other supply for basic metals","2020","2020","M3","Cubic metres","6","Millions",,,348,,
"SWE","Sweden","SELF_CHEM","Self- and other supply for chemicals, refined petroleum etc","2010","2010","M3","Cubic metres","6","Millions",,,542,,
"SWE","Sweden","SELF_CHEM","Self- and other supply for chemicals, refined petroleum etc","2011","2011","M3","Cubic metres","6","Millions",,,533,,
"SWE","Sweden","SELF_CHEM","Self- and other supply for chemicals, refined petroleum etc","2012","2012","M3","Cubic metres","6","Millions",,,523,,
"SWE","Sweden","SELF_CHEM","Self- and other supply for chemicals, refined petroleum etc","2013","2013","M3","Cubic metres","6","Millions",,,514,,
"SWE","Sweden","SELF_CHEM","Self- and other supply for chemicals, refined petroleum etc","2014","2014","M3","Cubic metres","6","Millions",,,504,,
"SWE","Sweden","SELF_CHEM","Self- and other supply for chemicals, refined petroleum etc","2015","2015","M3","Cubic metres","6","Millions",,,495,,
"SWE","Sweden","SELF_CHEM","Self- and other supply for chemicals, refined petroleum etc","2020","2020","M3","Cubic metres","6","Millions",,,488,,
"SWE","Sweden","SELF_MINE","Self- and other supply for mining and quarrying.","2000","2000","M3","Cubic metres","6","Millions",,,23,,
"SWE","Sweden","SELF_MINE","Self- and other supply for mining and quarrying.","2005","2005","M3","Cubic metres","6","Millions",,,13,,
"SWE","Sweden","SELF_MINE","Self- and other supply for mining and quarrying.","2010","2010","M3","Cubic metres","6","Millions",,,11,,
"SWE","Sweden","SELF_MINE","Self- and other supply for mining and quarrying.","2015","2015","M3","Cubic metres","6","Millions",,,71,,
"SWE","Sweden","SELF_MINE","Self- and other supply for mining and quarrying.","2020","2020","M3","Cubic metres","6","Millions",,,71,,
"SWE","Sweden","SELF_INDCON","Self- and other supply for industry and contruction","2000","2000","M3","Cubic metres","6","Millions",,,13992,,
"SWE","Sweden","SELF_INDCON","Self- and other supply for industry and contruction","2001","2001","M3","Cubic metres","6","Millions",,,13850,,
"SWE","Sweden","SELF_INDCON","Self- and other supply for industry and contruction","2002","2002","M3","Cubic metres","6","Millions",,,13708,,
"SWE","Sweden","SELF_INDCON","Self- and other supply for industry and contruction","2003","2003","M3","Cubic metres","6","Millions",,,13565,,
"SWE","Sweden","SELF_INDCON","Self- and other supply for industry and contruction","2004","2004","M3","Cubic metres","6","Millions",,,13423,,
"SWE","Sweden","SELF_INDCON","Self- and other supply for industry and contruction","2005","2005","M3","Cubic metres","6","Millions",,,13281,,
"SWE","Sweden","SELF_INDCON","Self- and other supply for industry and contruction","2006","2006","M3","Cubic metres","6","Millions",,,13304,,
"SWE","Sweden","SELF_INDCON","Self- and other supply for industry and contruction","2007","2007","M3","Cubic metres","6","Millions",,,13328,,
"SWE","Sweden","SELF_INDCON","Self- and other supply for industry and contruction","2008","2008","M3","Cubic metres","6","Millions",,,13351,,
"SWE","Sweden","SELF_INDCON","Self- and other supply for industry and contruction","2009","2009","M3","Cubic metres","6","Millions",,,13375,,
"SWE","Sweden","SELF_INDCON","Self- and other supply for industry and contruction","2010","2010","M3","Cubic metres","6","Millions",,,13398,,
"SWE","Sweden","SELF_INDCON","Self- and other supply for industry and contruction","2011","2011","M3","Cubic metres","6","Millions",,,13128,,
"SWE","Sweden","SELF_INDCON","Self- and other supply for industry and contruction","2012","2012","M3","Cubic metres","6","Millions",,,12858,,
"SWE","Sweden","SELF_INDCON","Self- and other supply for industry and contruction","2013","2013","M3","Cubic metres","6","Millions",,,12584,,
"SWE","Sweden","SELF_INDCON","Self- and other supply for industry and contruction","2014","2014","M3","Cubic metres","6","Millions",,,12317,,
"SWE","Sweden","SELF_INDCON","Self- and other supply for industry and contruction","2015","2015","M3","Cubic metres","6","Millions",,,12047,,
"SWE","Sweden","SELF_INDCON","Self- and other supply for industry and contruction","2020","2020","M3","Cubic metres","6","Millions",,,10682,,
"SWE","Sweden","SELF_PAPER","Self- and other supply for paper products","2010","2010","M3","Cubic metres","6","Millions",,,942,,
"SWE","Sweden","SELF_PAPER","Self- and other supply for paper products","2011","2011","M3","Cubic metres","6","Millions",,,918,,
"SWE","Sweden","SELF_PAPER","Self- and other supply for paper products","2012","2012","M3","Cubic metres","6","Millions",,,894,,
"SWE","Sweden","SELF_PAPER","Self- and other supply for paper products","2013","2013","M3","Cubic metres","6","Millions",,,871,,
"SWE","Sweden","SELF_PAPER","Self- and other supply for paper products","2014","2014","M3","Cubic metres","6","Millions",,,847,,
"SWE","Sweden","SELF_PAPER","Self- and other supply for paper products","2015","2015","M3","Cubic metres","6","Millions",,,823,,
"SWE","Sweden","SELF_PAPER","Self- and other supply for paper products","2020","2020","M3","Cubic metres","6","Millions",,,838,,
"SWE","Sweden","SELF_AGR","Self- and other supply for agriculture, fishing and forestry","2000","2000","M3","Cubic metres","6","Millions",,,135,,
"SWE","Sweden","SELF_AGR","Self- and other supply for agriculture, fishing and forestry","2005","2005","M3","Cubic metres","6","Millions",,,132,,
"SWE","Sweden","SELF_AGR","Self- and other supply for agriculture, fishing and forestry","2010","2010","M3","Cubic metres","6","Millions",,,99,,
"SWE","Sweden","SELF_AGR","Self- and other supply for agriculture, fishing and forestry","2015","2015","M3","Cubic metres","6","Millions",,,75,,
"SWE","Sweden","SELF_AGR","Self- and other supply for agriculture, fishing and forestry","2020","2020","M3","Cubic metres","6","Millions",,,102,,
"SWE","Sweden","SELF_TEX","Self- and other supply for textiles","2010","2010","M3","Cubic metres","6","Millions",,,2,,
"SWE","Sweden","SELF_TEX","Self- and other supply for textiles","2011","2011","M3","Cubic metres","6","Millions",,,1.8,,
"SWE","Sweden","SELF_TEX","Self- and other supply for textiles","2012","2012","M3","Cubic metres","6","Millions",,,1.6,,
"SWE","Sweden","SELF_TEX","Self- and other supply for textiles","2013","2013","M3","Cubic metres","6","Millions",,,1.4,,
"SWE","Sweden","SELF_TEX","Self- and other supply for textiles","2014","2014","M3","Cubic metres","6","Millions",,,1.2,,
"SWE","Sweden","SELF_TEX","Self- and other supply for textiles","2015","2015","M3","Cubic metres","6","Millions",,,1,,
"SWE","Sweden","SELF_TEX","Self- and other supply for textiles","2020","2020","M3","Cubic metres","6","Millions",,,7,,
"SWE","Sweden","SELF_FOOD","Self- and other supply for food processing industry","2010","2010","M3","Cubic metres","6","Millions",,,43,,
"SWE","Sweden","SELF_FOOD","Self- and other supply for food processing industry","2011","2011","M3","Cubic metres","6","Millions",,,44.2,,
"SWE","Sweden","SELF_FOOD","Self- and other supply for food processing industry","2012","2012","M3","Cubic metres","6","Millions",,,45.4,,
"SWE","Sweden","SELF_FOOD","Self- and other supply for food processing industry","2013","2013","M3","Cubic metres","6","Millions",,,46.6,,
"SWE","Sweden","SELF_FOOD","Self- and other supply for food processing industry","2014","2014","M3","Cubic metres","6","Millions",,,47.8,,
"SWE","Sweden","SELF_FOOD","Self- and other supply for food processing industry","2015","2015","M3","Cubic metres","6","Millions",,,49,,
"SWE","Sweden","SELF_FOOD","Self- and other supply for food processing industry","2020","2020","M3","Cubic metres","6","Millions",,,27,,
"SWE","Sweden","SELF_MANU","Self- and other supply for total manufacturing","2000","2000","M3","Cubic metres","6","Millions",,,1906,,
"SWE","Sweden","SELF_MANU","Self- and other supply for total manufacturing","2001","2001","M3","Cubic metres","6","Millions",,,1903,,
"SWE","Sweden","SELF_MANU","Self- and other supply for total manufacturing","2002","2002","M3","Cubic metres","6","Millions",,,1901,,
"SWE","Sweden","SELF_MANU","Self- and other supply for total manufacturing","2003","2003","M3","Cubic metres","6","Millions",,,1898,,
"SWE","Sweden","SELF_MANU","Self- and other supply for total manufacturing","2004","2004","M3","Cubic metres","6","Millions",,,1896,,
"SWE","Sweden","SELF_MANU","Self- and other supply for total manufacturing","2005","2005","M3","Cubic metres","6","Millions",,,1893,,
"SWE","Sweden","SELF_MANU","Self- and other supply for total manufacturing","2006","2006","M3","Cubic metres","6","Millions",,,1929,,
"SWE","Sweden","SELF_MANU","Self- and other supply for total manufacturing","2007","2007","M3","Cubic metres","6","Millions",,,1964,,
"SWE","Sweden","SELF_MANU","Self- and other supply for total manufacturing","2008","2008","M3","Cubic metres","6","Millions",,,2000,,
"SWE","Sweden","SELF_MANU","Self- and other supply for total manufacturing","2009","2009","M3","Cubic metres","6","Millions",,,2035,,
"SWE","Sweden","SELF_MANU","Self- and other supply for total manufacturing","2010","2010","M3","Cubic metres","6","Millions",,,2071,,
"SWE","Sweden","SELF_MANU","Self- and other supply for total manufacturing","2011","2011","M3","Cubic metres","6","Millions",,,2003,,
"SWE","Sweden","SELF_MANU","Self- and other supply for total manufacturing","2012","2012","M3","Cubic metres","6","Millions",,,1934,,
"SWE","Sweden","SELF_MANU","Self- and other supply for total manufacturing","2013","2013","M3","Cubic metres","6","Millions",,,1866,,
"SWE","Sweden","SELF_MANU","Self- and other supply for total manufacturing","2014","2014","M3","Cubic metres","6","Millions",,,1797,,
"SWE","Sweden","SELF_MANU","Self- and other supply for total manufacturing","2015","2015","M3","Cubic metres","6","Millions",,,1734,,
"SWE","Sweden","SELF_MANU","Self- and other supply for total manufacturing","2020","2020","M3","Cubic metres","6","Millions",,,1775,,
"SWE","Sweden","DES","Total gross abstraction. Desalinated water","1995","1995","M3","Cubic metres","6","Millions",,,0,,
"SWE","Sweden","DES","Total gross abstraction. Desalinated water","2000","2000","M3","Cubic metres","6","Millions",,,0,,
"SWE","Sweden","DES","Total gross abstraction. Desalinated water","2005","2005","M3","Cubic metres","6","Millions",,,0,,
"SWE","Sweden","DES","Total gross abstraction. Desalinated water","2010","2010","M3","Cubic metres","6","Millions",,,0,,
"SWE","Sweden","DES","Total gross abstraction. Desalinated water","2015","2015","M3","Cubic metres","6","Millions",,,0,,
"SWE","Sweden","DES","Total gross abstraction. Desalinated water","2020","2020","M3","Cubic metres","6","Millions",,,1,,
"CHE","Switzerland","LOSS_TOT","Total losses during transport","2000","2000","M3","Cubic metres","6","Millions",,,144,,
"CHE","Switzerland","LOSS_TOT","Total losses during transport","2001","2001","M3","Cubic metres","6","Millions",,,122,,
"CHE","Switzerland","LOSS_TOT","Total losses during transport","2002","2002","M3","Cubic metres","6","Millions",,,124,,
"CHE","Switzerland","LOSS_TOT","Total losses during transport","2003","2003","M3","Cubic metres","6","Millions",,,128,,
"CHE","Switzerland","LOSS_TOT","Total losses during transport","2004","2004","M3","Cubic metres","6","Millions",,,123,,
"CHE","Switzerland","LOSS_TOT","Total losses during transport","2005","2005","M3","Cubic metres","6","Millions",,,127,,
"CHE","Switzerland","LOSS_TOT","Total losses during transport","2006","2006","M3","Cubic metres","6","Millions",,,115,,
"CHE","Switzerland","LOSS_TOT","Total losses during transport","2007","2007","M3","Cubic metres","6","Millions",,,107,,
"CHE","Switzerland","LOSS_TOT","Total losses during transport","2008","2008","M3","Cubic metres","6","Millions",,,121,,
"CHE","Switzerland","LOSS_TOT","Total losses during transport","2009","2009","M3","Cubic metres","6","Millions",,,126,,
"CHE","Switzerland","LOSS_TOT","Total losses during transport","2010","2010","M3","Cubic metres","6","Millions",,,125,,
"CHE","Switzerland","LOSS_TOT","Total losses during transport","2011","2011","M3","Cubic metres","6","Millions",,,130,,
"CHE","Switzerland","LOSS_TOT","Total losses during transport","2012","2012","M3","Cubic metres","6","Millions",,,127,,
"CHE","Switzerland","LOSS_TOT","Total losses during transport","2013","2013","M3","Cubic metres","6","Millions",,,125,,
"CHE","Switzerland","LOSS_TOT","Total losses during transport","2014","2014","M3","Cubic metres","6","Millions",,,123,,
"CHE","Switzerland","LOSS_TOT","Total losses during transport","2015","2015","M3","Cubic metres","6","Millions",,,129,,
"CHE","Switzerland","LOSS_TOT","Total losses during transport","2016","2016","M3","Cubic metres","6","Millions",,,119,,
"CHE","Switzerland","LOSS_TOT","Total losses during transport","2017","2017","M3","Cubic metres","6","Millions",,,121,,
"CHE","Switzerland","LOSS_TOT","Total losses during transport","2018","2018","M3","Cubic metres","6","Millions",,,124,,
"CHE","Switzerland","LOSS_TOT","Total losses during transport","2019","2019","M3","Cubic metres","6","Millions",,,113,,
"CHE","Switzerland","LOSS_TOT","Total losses during transport","2020","2020","M3","Cubic metres","6","Millions",,,115,,
"CHE","Switzerland","LOSS_TOT","Total losses during transport","2021","2021","M3","Cubic metres","6","Millions",,,109,,
"CHE","Switzerland","PUB","Public water supply","1992","1992","M3","Cubic metres","6","Millions",,,1192,,
"CHE","Switzerland","PUB","Public water supply","1993","1993","M3","Cubic metres","6","Millions",,,1066,,
"CHE","Switzerland","PUB","Public water supply","1994","1994","M3","Cubic metres","6","Millions",,,1092,,
"CHE","Switzerland","PUB","Public water supply","1995","1995","M3","Cubic metres","6","Millions",,,1067.5,,
"CHE","Switzerland","PUB","Public water supply","1996","1996","M3","Cubic metres","6","Millions",,,1051.9,,
"CHE","Switzerland","PUB","Public water supply","1997","1997","M3","Cubic metres","6","Millions",,,1055.5,,
"CHE","Switzerland","PUB","Public water supply","1998","1998","M3","Cubic metres","6","Millions",,,1062.8,,
"CHE","Switzerland","PUB","Public water supply","1999","1999","M3","Cubic metres","6","Millions",,,1057.2,,
"CHE","Switzerland","PUB","Public water supply","2000","2000","M3","Cubic metres","6","Millions",,,922,,
"CHE","Switzerland","PUB","Public water supply","2001","2001","M3","Cubic metres","6","Millions",,,915,,
"CHE","Switzerland","PUB","Public water supply","2002","2002","M3","Cubic metres","6","Millions",,,945,,
"CHE","Switzerland","PUB","Public water supply","2003","2003","M3","Cubic metres","6","Millions",,,957,,
"CHE","Switzerland","PUB","Public water supply","2004","2004","M3","Cubic metres","6","Millions",,,906,,
"CHE","Switzerland","PUB","Public water supply","2005","2005","M3","Cubic metres","6","Millions",,,877,,
"CHE","Switzerland","PUB","Public water supply","2006","2006","M3","Cubic metres","6","Millions",,,866,,
"CHE","Switzerland","PUB","Public water supply","2007","2007","M3","Cubic metres","6","Millions",,,853,,
"CHE","Switzerland","PUB","Public water supply","2008","2008","M3","Cubic metres","6","Millions",,,859,,
"CHE","Switzerland","PUB","Public water supply","2009","2009","M3","Cubic metres","6","Millions",,,841,,
"CHE","Switzerland","PUB","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,816,,
"CHE","Switzerland","PUB","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,824,,
"CHE","Switzerland","PUB","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,806.9,,
"CHE","Switzerland","PUB","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,792,,
"CHE","Switzerland","PUB","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,778,,
"CHE","Switzerland","PUB","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,803,,
"CHE","Switzerland","PUB","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,804,,
"CHE","Switzerland","PUB","Public water supply","2017","2017","M3","Cubic metres","6","Millions",,,810,,
"CHE","Switzerland","PUB","Public water supply","2018","2018","M3","Cubic metres","6","Millions",,,829,,
"CHE","Switzerland","PUB","Public water supply","2019","2019","M3","Cubic metres","6","Millions",,,815,,
"CHE","Switzerland","PUB","Public water supply","2020","2020","M3","Cubic metres","6","Millions",,,824,,
"CHE","Switzerland","PUB","Public water supply","2021","2021","M3","Cubic metres","6","Millions",,,806,,
"CHE","Switzerland","PUB_AGR","Public water supply for agriculture, forestry and fishing","2012","2012","M3","Cubic metres","6","Millions",,,41.2,,
"CHE","Switzerland","PUB_MINE","Public water supply for mining and quarrying","2012","2012","M3","Cubic metres","6","Millions",,,0,,
"CHE","Switzerland","PUB_MANU","Public water supply for total manufacturing","2012","2012","M3","Cubic metres","6","Millions",,,76.5,,
"CHE","Switzerland","PUB_COOL_MANU","Public water supply for cooling (manufacturing)","2012","2012","M3","Cubic metres","6","Millions",,,0,,
"CHE","Switzerland","PUB_ELEC","Public water supply for electricity","2012","2012","M3","Cubic metres","6","Millions",,,0,,
"CHE","Switzerland","PUB_COOL_ELEC","Public water supply for cooling (electricity)","2012","2012","M3","Cubic metres","6","Millions",,,0,,
"CHE","Switzerland","PUB_HH","Public water supply for households","1992","1992","M3","Cubic metres","6","Millions",,,700,,
"CHE","Switzerland","PUB_HH","Public water supply for households","1993","1993","M3","Cubic metres","6","Millions",,,618,,
"CHE","Switzerland","PUB_HH","Public water supply for households","1994","1994","M3","Cubic metres","6","Millions",,,633,,
"CHE","Switzerland","PUB_HH","Public water supply for households","1995","1995","M3","Cubic metres","6","Millions",,,610.6,,
"CHE","Switzerland","PUB_HH","Public water supply for households","1996","1996","M3","Cubic metres","6","Millions",,,616.9,,
"CHE","Switzerland","PUB_HH","Public water supply for households","1997","1997","M3","Cubic metres","6","Millions",,,649.3,,
"CHE","Switzerland","PUB_HH","Public water supply for households","1998","1998","M3","Cubic metres","6","Millions",,,650.2,,
"CHE","Switzerland","PUB_HH","Public water supply for households","1999","1999","M3","Cubic metres","6","Millions",,,641.2,,
"CHE","Switzerland","PUB_HH","Public water supply for households","2000","2000","M3","Cubic metres","6","Millions",,,660,,
"CHE","Switzerland","PUB_HH","Public water supply for households","2001","2001","M3","Cubic metres","6","Millions",,,651,,
"CHE","Switzerland","PUB_HH","Public water supply for households","2002","2002","M3","Cubic metres","6","Millions",,,657,,
"CHE","Switzerland","PUB_HH","Public water supply for households","2003","2003","M3","Cubic metres","6","Millions",,,713,,
"CHE","Switzerland","PUB_HH","Public water supply for households","2004","2004","M3","Cubic metres","6","Millions",,,631,,
"CHE","Switzerland","PUB_HH","Public water supply for households","2005","2005","M3","Cubic metres","6","Millions",,,662,,
"CHE","Switzerland","PUB_HH","Public water supply for households","2006","2006","M3","Cubic metres","6","Millions",,,624,,
"CHE","Switzerland","PUB_HH","Public water supply for households","2007","2007","M3","Cubic metres","6","Millions",,,615,,
"CHE","Switzerland","PUB_HH","Public water supply for households","2008","2008","M3","Cubic metres","6","Millions",,,602,,
"CHE","Switzerland","PUB_HH","Public water supply for households","2009","2009","M3","Cubic metres","6","Millions",,,573,,
"CHE","Switzerland","PUB_HH","Public water supply for households","2010","2010","M3","Cubic metres","6","Millions",,,560,,
"CHE","Switzerland","PUB_HH","Public water supply for households","2011","2011","M3","Cubic metres","6","Millions",,,553,,
"CHE","Switzerland","PUB_HH","Public water supply for households","2012","2012","M3","Cubic metres","6","Millions",,,544,,
"CHE","Switzerland","PUB_HH","Public water supply for households","2013","2013","M3","Cubic metres","6","Millions",,,530,,
"CHE","Switzerland","PUB_HH","Public water supply for households","2014","2014","M3","Cubic metres","6","Millions",,,516,,
"CHE","Switzerland","PUB_HH","Public water supply for households","2015","2015","M3","Cubic metres","6","Millions",,,526,,
"CHE","Switzerland","PUB_HH","Public water supply for households","2016","2016","M3","Cubic metres","6","Millions",,,517,,
"CHE","Switzerland","PUB_HH","Public water supply for households","2017","2017","M3","Cubic metres","6","Millions",,,516,,
