ObjectId,country,continent,h20_variable,year,h20_unit,h20_powercode_code,h20_powercode,h20_value,h20_flags
119551614,Australia,Oceania,Public water supply for total manufacturing,2019,Cubic metres,6,Millions,228.637,
890829623,Australia,Oceania,Public water supply for total manufacturing,2020,Cubic metres,6,Millions,229.083,
814011706,Australia,Oceania,Public water supply for total manufacturing,2021,Cubic metres,6,Millions,211.163,
282973923,Australia,Oceania,Public water supply for electricity,2009,Cubic metres,6,Millions,54.0,
850418187,Australia,Oceania,Public water supply for electricity,2010,Cubic metres,6,Millions,48.0,
412781657,Australia,Oceania,Public water supply for electricity,2011,Cubic metres,6,Millions,44.0,
796303474,Australia,Oceania,Public water supply for electricity,2012,Cubic metres,6,Millions,55.0,
789697870,Australia,Oceania,Public water supply for electricity,2013,Cubic metres,6,Millions,43.0,
885735360,Australia,Oceania,Public water supply for electricity,2014,Cubic metres,6,Millions,41.0,
293082000,Australia,Oceania,Public water supply for electricity,2015,Cubic metres,6,Millions,31.198,Break
744201093,Australia,Oceania,Public water supply for electricity,2016,Cubic metres,6,Millions,30.42,
772962928,Australia,Oceania,Public water supply for electricity,2017,Cubic metres,6,Millions,25.404,
271611232,Australia,Oceania,Public water supply for electricity,2018,Cubic metres,6,Millions,17.236,
119551614,Australia,Oceania,Public water supply for electricity,2019,Cubic metres,6,Millions,17.11,
890829623,Australia,Oceania,Public water supply for electricity,2020,Cubic metres,6,Millions,14.843,
814011706,Australia,Oceania,Public water supply for electricity,2021,Cubic metres,6,Millions,14.173,
282973923,Australia,Oceania,Public water supply for households,2009,Cubic metres,6,Millions,1615.0,
850418187,Australia,Oceania,Public water supply for households,2010,Cubic metres,6,Millions,1663.0,
412781657,Australia,Oceania,Public water supply for households,2011,Cubic metres,6,Millions,1555.0,
796303474,Australia,Oceania,Public water supply for households,2012,Cubic metres,6,Millions,1587.0,
789697870,Australia,Oceania,Public water supply for households,2013,Cubic metres,6,Millions,1683.0,
885735360,Australia,Oceania,Public water supply for households,2014,Cubic metres,6,Millions,1713.0,
293082000,Australia,Oceania,Public water supply for households,2015,Cubic metres,6,Millions,1682.011,Break
744201093,Australia,Oceania,Public water supply for households,2016,Cubic metres,6,Millions,1738.415,
772962928,Australia,Oceania,Public water supply for households,2017,Cubic metres,6,Millions,1713.704,
271611232,Australia,Oceania,Public water supply for households,2018,Cubic metres,6,Millions,1788.645,
119551614,Australia,Oceania,Public water supply for households,2019,Cubic metres,6,Millions,1801.924,
890829623,Australia,Oceania,Public water supply for households,2020,Cubic metres,6,Millions,1800.872,
814011706,Australia,Oceania,Public water supply for households,2021,Cubic metres,6,Millions,1793.7,
282973923,Australia,Oceania,Self- and other supply ,2009,Cubic metres,6,Millions,11167.0,
850418187,Australia,Oceania,Self- and other supply ,2010,Cubic metres,6,Millions,10653.0,
412781657,Australia,Oceania,Self- and other supply ,2011,Cubic metres,6,Millions,10757.0,
796303474,Australia,Oceania,Self- and other supply ,2012,Cubic metres,6,Millions,11668.0,
789697870,Australia,Oceania,Self- and other supply ,2013,Cubic metres,6,Millions,14746.0,
885735360,Australia,Oceania,Self- and other supply ,2014,Cubic metres,6,Millions,14061.0,
293082000,Australia,Oceania,Self- and other supply ,2015,Cubic metres,6,Millions,13545.763,Break
744201093,Australia,Oceania,Self- and other supply ,2016,Cubic metres,6,Millions,12243.346,
772962928,Australia,Oceania,Self- and other supply ,2017,Cubic metres,6,Millions,13219.298,
271611232,Australia,Oceania,Self- and other supply ,2018,Cubic metres,6,Millions,13931.309,
119551614,Australia,Oceania,Self- and other supply ,2019,Cubic metres,6,Millions,11632.003,
890829623,Australia,Oceania,Self- and other supply ,2020,Cubic metres,6,Millions,9692.24,
814011706,Australia,Oceania,Self- and other supply ,2021,Cubic metres,6,Millions,12693.643,
282973923,Australia,Oceania,Self- and other supply - Households,2009,Cubic metres,6,Millions,201.0,
850418187,Australia,Oceania,Self- and other supply - Households,2010,Cubic metres,6,Millions,178.0,
412781657,Australia,Oceania,Self- and other supply - Households,2011,Cubic metres,6,Millions,140.0,
796303474,Australia,Oceania,Self- and other supply - Households,2012,Cubic metres,6,Millions,137.0,
789697870,Australia,Oceania,Self- and other supply - Households,2013,Cubic metres,6,Millions,157.0,
885735360,Australia,Oceania,Self- and other supply - Households,2014,Cubic metres,6,Millions,154.0,
293082000,Australia,Oceania,Self- and other supply - Households,2015,Cubic metres,6,Millions,140.0,Break
744201093,Australia,Oceania,Self- and other supply - Households,2016,Cubic metres,6,Millions,146.0,
772962928,Australia,Oceania,Self- and other supply - Households,2017,Cubic metres,6,Millions,145.0,
282973923,Australia,Oceania,Self- and other supply for electricity production and distribution,2009,Cubic metres,6,Millions,364.0,
850418187,Australia,Oceania,Self- and other supply for electricity production and distribution,2010,Cubic metres,6,Millions,296.0,
412781657,Australia,Oceania,Self- and other supply for electricity production and distribution,2011,Cubic metres,6,Millions,293.0,
796303474,Australia,Oceania,Self- and other supply for electricity production and distribution,2012,Cubic metres,6,Millions,379.0,
789697870,Australia,Oceania,Self- and other supply for electricity production and distribution,2013,Cubic metres,6,Millions,334.0,
885735360,Australia,Oceania,Self- and other supply for electricity production and distribution,2014,Cubic metres,6,Millions,348.0,
293082000,Australia,Oceania,Self- and other supply for electricity production and distribution,2015,Cubic metres,6,Millions,162.819,Break
744201093,Australia,Oceania,Self- and other supply for electricity production and distribution,2016,Cubic metres,6,Millions,143.201,
772962928,Australia,Oceania,Self- and other supply for electricity production and distribution,2017,Cubic metres,6,Millions,197.615,
271611232,Australia,Oceania,Self- and other supply for electricity production and distribution,2018,Cubic metres,6,Millions,188.78,
119551614,Australia,Oceania,Self- and other supply for electricity production and distribution,2019,Cubic metres,6,Millions,172.767,
890829623,Australia,Oceania,Self- and other supply for electricity production and distribution,2020,Cubic metres,6,Millions,236.101,
814011706,Australia,Oceania,Self- and other supply for electricity production and distribution,2021,Cubic metres,6,Millions,304.743,
282973923,Australia,Oceania,"Self- and other supply for agriculture, fishing and forestry",2009,Cubic metres,6,Millions,7406.0,
850418187,Australia,Oceania,"Self- and other supply for agriculture, fishing and forestry",2010,Cubic metres,6,Millions,7195.0,
412781657,Australia,Oceania,"Self- and other supply for agriculture, fishing and forestry",2011,Cubic metres,6,Millions,7415.0,
796303474,Australia,Oceania,"Self- and other supply for agriculture, fishing and forestry",2012,Cubic metres,6,Millions,9371.0,
789697870,Australia,Oceania,"Self- and other supply for agriculture, fishing and forestry",2013,Cubic metres,6,Millions,12450.0,
885735360,Australia,Oceania,"Self- and other supply for agriculture, fishing and forestry",2014,Cubic metres,6,Millions,11728.0,
293082000,Australia,Oceania,"Self- and other supply for agriculture, fishing and forestry",2015,Cubic metres,6,Millions,10076.105,Break
744201093,Australia,Oceania,"Self- and other supply for agriculture, fishing and forestry",2016,Cubic metres,6,Millions,9067.544,
772962928,Australia,Oceania,"Self- and other supply for agriculture, fishing and forestry",2017,Cubic metres,6,Millions,10178.353,
271611232,Australia,Oceania,"Self- and other supply for agriculture, fishing and forestry",2018,Cubic metres,6,Millions,10848.286,
119551614,Australia,Oceania,"Self- and other supply for agriculture, fishing and forestry",2019,Cubic metres,6,Millions,8516.835,
890829623,Australia,Oceania,"Self- and other supply for agriculture, fishing and forestry",2020,Cubic metres,6,Millions,6656.389,
814011706,Australia,Oceania,"Self- and other supply for agriculture, fishing and forestry",2021,Cubic metres,6,Millions,9319.28,
282973923,Australia,Oceania,Self- and other supply for total manufacturing,2009,Cubic metres,6,Millions,343.0,
850418187,Australia,Oceania,Self- and other supply for total manufacturing,2010,Cubic metres,6,Millions,328.0,
412781657,Australia,Oceania,Self- and other supply for total manufacturing,2011,Cubic metres,6,Millions,351.0,
796303474,Australia,Oceania,Self- and other supply for total manufacturing,2012,Cubic metres,6,Millions,271.0,
789697870,Australia,Oceania,Self- and other supply for total manufacturing,2013,Cubic metres,6,Millions,280.0,
885735360,Australia,Oceania,Self- and other supply for total manufacturing,2014,Cubic metres,6,Millions,285.0,
293082000,Australia,Oceania,Self- and other supply for total manufacturing,2015,Cubic metres,6,Millions,300.289,Break
744201093,Australia,Oceania,Self- and other supply for total manufacturing,2016,Cubic metres,6,Millions,293.4,
772962928,Australia,Oceania,Self- and other supply for total manufacturing,2017,Cubic metres,6,Millions,298.032,
271611232,Australia,Oceania,Self- and other supply for total manufacturing,2018,Cubic metres,6,Millions,322.003,
119551614,Australia,Oceania,Self- and other supply for total manufacturing,2019,Cubic metres,6,Millions,312.089,
890829623,Australia,Oceania,Self- and other supply for total manufacturing,2020,Cubic metres,6,Millions,299.409,
814011706,Australia,Oceania,Self- and other supply for total manufacturing,2021,Cubic metres,6,Millions,296.824,
411150762,Austria,Europe,Public water supply,1992,Cubic metres,6,Millions,632.8,
718970155,Austria,Europe,Public water supply,1993,Cubic metres,6,Millions,625.8,
12139206,Austria,Europe,Public water supply,1994,Cubic metres,6,Millions,618.8,
686062371,Austria,Europe,Public water supply,1995,Cubic metres,6,Millions,611.1,
164154873,Austria,Europe,Public water supply,1996,Cubic metres,6,Millions,609.5,
902374102,Austria,Europe,Public water supply,1997,Cubic metres,6,Millions,604.3,
235567631,Austria,Europe,Public water supply,1998,Cubic metres,6,Millions,581.4,
448988388,Austria,Europe,Public water supply,1999,Cubic metres,6,Millions,549.3,
726131125,Austria,Europe,Public water supply,2010,Cubic metres,6,Millions,587.0,
411150762,Austria,Europe,Public water supply for households,1992,Cubic metres,6,Millions,477.7,
718970155,Austria,Europe,Public water supply for households,1993,Cubic metres,6,Millions,469.0,
12139206,Austria,Europe,Public water supply for households,1994,Cubic metres,6,Millions,465.6,
686062371,Austria,Europe,Public water supply for households,1995,Cubic metres,6,Millions,337.4,
164154873,Austria,Europe,Public water supply for households,1996,Cubic metres,6,Millions,340.7,
902374102,Austria,Europe,Public water supply for households,1997,Cubic metres,6,Millions,343.3,
235567631,Austria,Europe,Public water supply for households,1998,Cubic metres,6,Millions,346.5,
448988388,Austria,Europe,Public water supply for households,1999,Cubic metres,6,Millions,348.9,
150315698,Austria,Europe,Public water supply for households,2000,Cubic metres,6,Millions,351.2,
779984190,Austria,Europe,Public water supply for households,2001,Cubic metres,6,Millions,353.5,
599549512,Austria,Europe,Public water supply for households,2002,Cubic metres,6,Millions,356.3,
832801038,Austria,Europe,Public water supply for households,2008,Cubic metres,6,Millions,380.0,Estimated value
726131125,Austria,Europe,Public water supply for households,2010,Cubic metres,6,Millions,381.0,
328554429,Austria,Europe,Public water supply for households,2016,Cubic metres,6,Millions,379.0,Estimated value
105474904,Austria,Europe,Public water supply for households,2017,Cubic metres,6,Millions,375.77,Estimated value
704056992,Austria,Europe,Public water supply for households,2018,Cubic metres,6,Millions,378.14,Estimated value
515550936,Belgium,Europe,Total gross abstraction non-freshwater,1992,Cubic metres,6,Millions,0.0,
322175462,Belgium,Europe,Total gross abstraction non-freshwater,1993,Cubic metres,6,Millions,0.0,
684882582,Belgium,Europe,Total gross abstraction non-freshwater,1994,Cubic metres,6,Millions,0.0,
822206180,Belgium,Europe,Total gross abstraction non-freshwater,1995,Cubic metres,6,Millions,0.0,
232914870,Belgium,Europe,Total gross abstraction non-freshwater,1996,Cubic metres,6,Millions,0.0,
296253368,Belgium,Europe,Total gross abstraction non-freshwater,1997,Cubic metres,6,Millions,0.0,
218364830,Belgium,Europe,Total gross abstraction non-freshwater,1998,Cubic metres,6,Millions,0.0,
59355105,Belgium,Europe,Total gross abstraction non-freshwater,1999,Cubic metres,6,Millions,0.0,
929168767,Belgium,Europe,Total gross abstraction non-freshwater,2000,Cubic metres,6,Millions,0.0,
489759555,Belgium,Europe,Total gross abstraction non-freshwater,2001,Cubic metres,6,Millions,0.0,
930742072,Belgium,Europe,Total gross abstraction non-freshwater,2002,Cubic metres,6,Millions,0.0,
838503362,Belgium,Europe,Total gross abstraction non-freshwater,2003,Cubic metres,6,Millions,0.0,
631796013,Belgium,Europe,Total gross abstraction non-freshwater,2004,Cubic metres,6,Millions,0.0,
71761491,Belgium,Europe,Total gross abstraction non-freshwater,2005,Cubic metres,6,Millions,0.0,
606754118,Belgium,Europe,Total gross abstraction non-freshwater,2006,Cubic metres,6,Millions,0.0,
738414901,Belgium,Europe,Total gross abstraction non-freshwater,2007,Cubic metres,6,Millions,0.0,
437662503,Belgium,Europe,Total gross abstraction non-freshwater,2008,Cubic metres,6,Millions,0.0,
714959795,Belgium,Europe,Total gross abstraction non-freshwater,2009,Cubic metres,6,Millions,0.0,
261797609,Belgium,Europe,Total gross abstraction non-freshwater,2010,Cubic metres,6,Millions,0.0,
117892411,Belgium,Europe,Total gross abstraction non-freshwater,2011,Cubic metres,6,Millions,0.0,
435163795,Belgium,Europe,Total gross abstraction non-freshwater,2012,Cubic metres,6,Millions,0.0,
765589819,Belgium,Europe,Total gross abstraction non-freshwater,2013,Cubic metres,6,Millions,0.0,
840835540,Belgium,Europe,Total gross abstraction non-freshwater,2014,Cubic metres,6,Millions,0.0,
54457731,Belgium,Europe,Total gross abstraction non-freshwater,2015,Cubic metres,6,Millions,0.0,
806448736,Belgium,Europe,Total gross abstraction non-freshwater,2016,Cubic metres,6,Millions,0.0,
625254747,Belgium,Europe,Total gross abstraction non-freshwater,2017,Cubic metres,6,Millions,0.0,
856476523,Belgium,Europe,Total gross abstraction non-freshwater,2018,Cubic metres,6,Millions,0.0,
503248865,Belgium,Europe,Total gross abstraction non-freshwater,2019,Cubic metres,6,Millions,0.0,
729414209,Belgium,Europe,Total gross abstraction non-freshwater,2020,Cubic metres,6,Millions,0.0,
515550936,Belgium,Europe,Abstractions for services - non-freshwater,1992,Cubic metres,6,Millions,0.0,
322175462,Belgium,Europe,Abstractions for services - non-freshwater,1993,Cubic metres,6,Millions,0.0,
684882582,Belgium,Europe,Abstractions for services - non-freshwater,1994,Cubic metres,6,Millions,0.0,
822206180,Belgium,Europe,Abstractions for services - non-freshwater,1995,Cubic metres,6,Millions,0.0,
232914870,Belgium,Europe,Abstractions for services - non-freshwater,1996,Cubic metres,6,Millions,0.0,
296253368,Belgium,Europe,Abstractions for services - non-freshwater,1997,Cubic metres,6,Millions,0.0,
218364830,Belgium,Europe,Abstractions for services - non-freshwater,1998,Cubic metres,6,Millions,0.0,
59355105,Belgium,Europe,Abstractions for services - non-freshwater,1999,Cubic metres,6,Millions,0.0,
929168767,Belgium,Europe,Abstractions for services - non-freshwater,2000,Cubic metres,6,Millions,0.0,
489759555,Belgium,Europe,Abstractions for services - non-freshwater,2001,Cubic metres,6,Millions,0.0,
930742072,Belgium,Europe,Abstractions for services - non-freshwater,2002,Cubic metres,6,Millions,0.0,
838503362,Belgium,Europe,Abstractions for services - non-freshwater,2003,Cubic metres,6,Millions,0.0,
631796013,Belgium,Europe,Abstractions for services - non-freshwater,2004,Cubic metres,6,Millions,0.0,
71761491,Belgium,Europe,Abstractions for services - non-freshwater,2005,Cubic metres,6,Millions,0.0,
606754118,Belgium,Europe,Abstractions for services - non-freshwater,2006,Cubic metres,6,Millions,0.0,
738414901,Belgium,Europe,Abstractions for services - non-freshwater,2007,Cubic metres,6,Millions,0.0,
437662503,Belgium,Europe,Abstractions for services - non-freshwater,2008,Cubic metres,6,Millions,0.0,
714959795,Belgium,Europe,Abstractions for services - non-freshwater,2009,Cubic metres,6,Millions,0.0,
261797609,Belgium,Europe,Abstractions for services - non-freshwater,2010,Cubic metres,6,Millions,0.0,
117892411,Belgium,Europe,Abstractions for services - non-freshwater,2011,Cubic metres,6,Millions,0.0,
435163795,Belgium,Europe,Abstractions for services - non-freshwater,2012,Cubic metres,6,Millions,0.0,
765589819,Belgium,Europe,Abstractions for services - non-freshwater,2013,Cubic metres,6,Millions,0.0,
840835540,Belgium,Europe,Abstractions for services - non-freshwater,2014,Cubic metres,6,Millions,0.0,
54457731,Belgium,Europe,Abstractions for services - non-freshwater,2015,Cubic metres,6,Millions,0.0,
806448736,Belgium,Europe,Abstractions for services - non-freshwater,2016,Cubic metres,6,Millions,0.0,
625254747,Belgium,Europe,Abstractions for services - non-freshwater,2017,Cubic metres,6,Millions,0.0,
856476523,Belgium,Europe,Abstractions for services - non-freshwater,2018,Cubic metres,6,Millions,0.0,
503248865,Belgium,Europe,Abstractions for services - non-freshwater,2019,Cubic metres,6,Millions,0.0,
729414209,Belgium,Europe,Abstractions for services - non-freshwater,2020,Cubic metres,6,Millions,0.0,
515550936,Belgium,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",1992,Cubic metres,6,Millions,0.0,
322175462,Belgium,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",1993,Cubic metres,6,Millions,0.0,
684882582,Belgium,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",1994,Cubic metres,6,Millions,0.0,
822206180,Belgium,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",1995,Cubic metres,6,Millions,0.0,
232914870,Belgium,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",1996,Cubic metres,6,Millions,0.0,
296253368,Belgium,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",1997,Cubic metres,6,Millions,0.0,
218364830,Belgium,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",1998,Cubic metres,6,Millions,0.0,
59355105,Belgium,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",1999,Cubic metres,6,Millions,0.0,
929168767,Belgium,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2000,Cubic metres,6,Millions,0.0,
489759555,Belgium,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2001,Cubic metres,6,Millions,0.0,
930742072,Belgium,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2002,Cubic metres,6,Millions,0.0,
838503362,Belgium,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2003,Cubic metres,6,Millions,0.0,
631796013,Belgium,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2004,Cubic metres,6,Millions,0.0,
71761491,Belgium,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2005,Cubic metres,6,Millions,0.0,
606754118,Belgium,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2006,Cubic metres,6,Millions,0.0,
738414901,Belgium,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2007,Cubic metres,6,Millions,0.0,
437662503,Belgium,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2008,Cubic metres,6,Millions,0.0,
714959795,Belgium,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2009,Cubic metres,6,Millions,0.0,
261797609,Belgium,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2010,Cubic metres,6,Millions,0.0,
117892411,Belgium,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2011,Cubic metres,6,Millions,0.0,
435163795,Belgium,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2012,Cubic metres,6,Millions,0.0,
765589819,Belgium,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2013,Cubic metres,6,Millions,0.0,
840835540,Belgium,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2014,Cubic metres,6,Millions,0.0,
54457731,Belgium,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2015,Cubic metres,6,Millions,0.0,
